Election Year,Expert ID,State,Sex,Age Range,Politician,Candidate,Activist,Monitor,Election Official,Voter,Citizen,Political Scale,Candidate Supported,Perceptions of Electoral Integrity Index,State Electoral Integrity,National Electoral Integrity,Laws Discriminated,Laws Favored Incumbent,Laws Restricted Citizen Rights,Electoral Laws Index,Election Managed Well,Voting Information Available,Election Officials Fair,Election Followed Law,Election Procedures Index,Boundaries Discriminated,Boundaries Favored Incumbent,Boundaries Impartial,Voting District Boundaries Index,Citizens Not Found in Register,Register Inaccurate,Ineligible Voters Registered,Voter Registration Index,Opposition Prevented,Women Provided Opportunity,Leaders Selected Candidates,Campaign Rallies Restricted,Party/Candidate Registration Index,Newspapers Balanced,Television Favored Incumbent,Media Access Fair,Media Coverage Fair,Social Media Exposed Fraud,Media Coverage Index,Subsidy Access Fair,Donation Access Fair,Campaign Accounts Transparent,Elections Bought by Rich,Resources Improperly Used,Campaign Finance Index,Voters Threatened with Violence,Fradulent Votes Cast,Voting Process Easy,Choice of Candidates,Postal Ballots Available,Disabled Provided Access,Expatriates Able to Vote,Internet Ballots Available,Voting Process Index,Ballot Boxes Secure,Results Announced Without Delay,Vote Count Fair,International Monitors Restricted,Domestic Monitors Restricted,Vote Count Index,Results Challenged,Protests Peaceful,Protests Violent,Dispute Resolved in Courts,Election Results Index,Authorities Impartial,Information Distributed,Authorities Scrutinized,Authorities Performed Well,Electoral Authorities Index,Election Rigged,Deadlines Restrictive,Voters Waited,Voters Intimidated,Multiple Ballots Cast,Machines Accurate,Records Secure,Votes Counted Quickly,Outcome Reflected Popular Will
2016,517,Ohio,Female,40-49,,,,,,1,1,4,Clinton,53.78,8,9,Strongly Agree,Strongly Agree,Agree,8.33,Agree,Don't Know,Agree,Agree,73.75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,50.42,Disagree,Strongly Agree,Disagree,Strongly Disagree,90,Strongly Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Disagree,35,Don't Know,Disagree,Strongly Disagree,Agree,Disagree,35,Don't Know,Don't Know,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,57.03,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Don't Know,84.25,Don't Know,Disagree,Disagree,Disagree,59.06,Agree,Disagree,Agree,Agree,62.5,Strongly Disagree,Neither Agree Nor Disagree,Strongly Agree,Don't Know,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree
2016,518,Ohio,Male,40-49,,,,,,1,1,5,Clinton,63.83,8,8,Strongly Agree,Strongly Agree,Disagree,25,Agree,Agree,Agree,Strongly Agree,81.25,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,50.42,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,95,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Not Applicable,58.25,Disagree,Disagree,Disagree,Agree,Disagree,35,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,81.25,Agree,Agree,Agree,Not Applicable,Not Applicable,77,Disagree,Agree,Strongly Disagree,Strongly Agree,75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Agree,Don't Know,Don't Know,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree
2016,519,Ohio,Female,50-59,,,,,,1,1,4,Clinton,63.62,9,9,Agree,Agree,Strongly Disagree,50,Agree,Agree,Agree,Agree,75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,49.58,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,95,Don't Know,Don't Know,Don't Know,Don't Know,Not Applicable,48,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Don't Know,35.25,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,84.38,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,86,Disagree,Agree,Disagree,Agree,62.5,Neither Agree Nor Disagree,Strongly Agree,Don't Know,Neither Agree Nor Disagree,68.13,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
2016,520,Ohio,Female,40-49,,,,,,1,1,1,Clinton,49.85,4,1,Strongly Agree,Strongly Agree,Strongly Agree,0,Neither Agree Nor Disagree,Agree,Strongly Agree,Strongly Agree,81.25,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,59.58,Don't Know,Don't Know,Don't Know,Don't Know,55.75,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Disagree,40,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Agree,Don't Know,21.75,Don't Know,Don't Know,Agree,Strongly Disagree,Neither Agree Nor Disagree,Don't Know,Strongly Agree,Strongly Disagree,55,Don't Know,Strongly Agree,Don't Know,Don't Know,Don't Know,79.75,Strongly Disagree,Strongly Agree,Strongly Disagree,Don't Know,68.13,Don't Know,Agree,Don't Know,Neither Agree Nor Disagree,60,Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Agree,Agree,Strongly Agree,Strongly Disagree
2016,521,Ohio,Female,30-39,,,,,,1,1,2,Clinton,50.84,7,3,Neither Agree Nor Disagree,Disagree,Agree,50,Disagree,Agree,Neither Agree Nor Disagree,Agree,56.25,Strongly Agree,Agree,Disagree,16.67,Strongly Agree,Agree,Strongly Disagree,41.67,Disagree,Disagree,Disagree,Disagree,55,Disagree,Disagree,Agree,Disagree,Strongly Disagree,40,Don't Know,Don't Know,Disagree,Neither Agree Nor Disagree,Don't Know,43.25,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,56.25,Agree,Agree,Agree,Don't Know,Disagree,76.25,Disagree,Strongly Agree,Disagree,Don't Know,54.69,Disagree,Agree,Agree,Disagree,50,Disagree,Disagree,Strongly Agree,Agree,Disagree,Don't Know,Don't Know,Agree,Neither Agree Nor Disagree
2016,522,Ohio,Male,70-79,,,,,,1,1,3,Clinton,57.14,8,7,Agree,Agree,Disagree,41.67,Agree,Agree,Agree,Agree,75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Neither Agree Nor Disagree,Disagree,Disagree,66.67,Disagree,Agree,Disagree,Neither Agree Nor Disagree,70,Agree,Neither Agree Nor Disagree,Agree,Agree,Disagree,60,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,20,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,65.63,Agree,Agree,Agree,Neither Agree Nor Disagree,Disagree,70,Disagree,Agree,Disagree,Agree,62.5,Agree,Agree,Agree,Agree,75,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
2016,523,Ohio,Male,40-49,,,,,,,,5,,63.57,7,5,Agree,Strongly Agree,Disagree,33.33,Disagree,Neither Agree Nor Disagree,Agree,Agree,56.25,Agree,Agree,Strongly Disagree,16.67,Neither Agree Nor Disagree,Disagree,Disagree,66.67,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,60,Disagree,Agree,Strongly Agree,Strongly Disagree,Neither Agree Nor Disagree,70,Strongly Disagree,Neither Agree Nor Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,68.75,Agree,Strongly Agree,Agree,Don't Know,Strongly Disagree,83,Strongly Disagree,Agree,Agree,Strongly Disagree,37.5,Neither Agree Nor Disagree,Agree,Agree,Agree,68.75,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree
2016,524,Ohio,Female,30-39,,,,,,1,1,2,Clinton,61.3,8,7,Agree,Strongly Agree,Agree,16.67,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Strongly Agree,Agree,Strongly Disagree,8.33,Strongly Agree,Don't Know,Disagree,43.33,Neither Agree Nor Disagree,Strongly Agree,Agree,Strongly Disagree,75,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Disagree,Strongly Disagree,40,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,65,Strongly Disagree,Don't Know,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,82.03,Don't Know,Strongly Agree,Agree,Not Applicable,Don't Know,80.5,Strongly Disagree,Strongly Agree,Disagree,Don't Know,60,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,Agree,56.25,Disagree,Agree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,Don't Know,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree
2016,525,Ohio,Female,60-69,,,,,,1,1,2,Clinton,48.95,6,5,Agree,Strongly Agree,Agree,16.67,Agree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,50,Strongly Agree,Strongly Agree,Strongly Disagree,0,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,58.33,Agree,Strongly Disagree,Neither Agree Nor Disagree,Don't Know,40.75,Disagree,Neither Agree Nor Disagree,Don't Know,Disagree,Don't Know,35.75,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Strongly Agree,Don't Know,48.25,Don't Know,Disagree,Agree,Strongly Agree,Agree,Don't Know,Agree,Strongly Disagree,66.88,Agree,Agree,Agree,Don't Know,Don't Know,73,Disagree,Don't Know,Disagree,Don't Know,60.31,Disagree,Agree,Don't Know,Neither Agree Nor Disagree,52.19,Disagree,Strongly Agree,Don't Know,Don't Know,Strongly Disagree,Agree,Agree,Agree,Neither Agree Nor Disagree
2016,526,Ohio,Female,50-59,,,,,,1,1,1,Clinton,45.38,6,5,Strongly Agree,Strongly Agree,Strongly Agree,0,Disagree,Disagree,Neither Agree Nor Disagree,Agree,43.75,Strongly Agree,Agree,Disagree,16.67,Agree,Agree,Disagree,41.67,Don't Know,Neither Agree Nor Disagree,Agree,Don't Know,54,Disagree,Agree,Agree,Neither Agree Nor Disagree,Don't Know,39.25,Don't Know,Don't Know,Disagree,Agree,Don't Know,36.25,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Don't Know,Agree,Strongly Disagree,56.88,Don't Know,Agree,Don't Know,Don't Know,Don't Know,74,Disagree,Don't Know,Disagree,Not Applicable,56.56,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,43.75,Disagree,Strongly Agree,Strongly Agree,Don't Know,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree
2016,527,Ohio,Male,30-39,,,,,,1,1,7,Stein,64.54,9,9,Agree,Agree,Neither Agree Nor Disagree,33.33,Agree,Strongly Agree,Agree,Neither Agree Nor Disagree,75,Disagree,Agree,Disagree,41.67,Don't Know,Don't Know,Don't Know,42.08,Disagree,Agree,Disagree,Disagree,75,Agree,Don't Know,Agree,Disagree,Neither Agree Nor Disagree,55,Not Applicable,Strongly Agree,Agree,Disagree,Disagree,76.75,Don't Know,Disagree,Agree,Agree,Strongly Agree,Don't Know,Agree,Not Applicable,72.81,Agree,Neither Agree Nor Disagree,Agree,Not Applicable,Not Applicable,68.75,Not Applicable,Agree,Not Applicable,Agree,62.81,Agree,Agree,Agree,Agree,75,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2016,528,Ohio,Male,50-59,,,,,,1,1,3,Clinton,57.3,9,8,Agree,Neither Agree Nor Disagree,Agree,33.33,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Agree,Neither Agree Nor Disagree,33.33,Strongly Disagree,Disagree,Disagree,Disagree,60,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Disagree,30,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Disagree,40,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,79.38,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,90,Agree,Agree,Disagree,Don't Know,49.38,Agree,Agree,Agree,Agree,75,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
2016,529,Ohio,Male,30-39,,,,,,1,1,8,Stein,68.85,9,9,Agree,Neither Agree Nor Disagree,Disagree,50,Strongly Agree,Strongly Agree,Agree,Agree,87.5,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,47.08,Strongly Disagree,Agree,Disagree,Disagree,80,Agree,Neither Agree Nor Disagree,Agree,Agree,Disagree,60,Disagree,Agree,Agree,Strongly Disagree,Don't Know,68.75,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Don't Know,Don't Know,Strongly Disagree,66.25,Don't Know,Strongly Agree,Agree,Don't Know,Don't Know,81.75,Strongly Disagree,Agree,Disagree,Strongly Agree,75,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Strongly Disagree,Strongly Disagree,Agree,Don't Know,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree
2016,530,Ohio,Male,30-39,,,,,,1,1,1,Clinton,55.43,7,5,Agree,Strongly Agree,Don't Know,,Agree,Agree,Strongly Agree,Don't Know,83.44,Strongly Agree,Agree,Strongly Disagree,8.33,Don't Know,Don't Know,Don't Know,51.25,Don't Know,Don't Know,Strongly Disagree,Strongly Disagree,77.75,Agree,Agree,Agree,Agree,Strongly Disagree,50,Don't Know,Disagree,Strongly Disagree,Strongly Agree,Don't Know,27,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Don't Know,77.03,Agree,Agree,Don't Know,Don't Know,Don't Know,78.75,Don't Know,Strongly Agree,Disagree,Agree,53.13,Neither Agree Nor Disagree,Disagree,Disagree,Neither Agree Nor Disagree,37.5,Strongly Agree,Don't Know,Don't Know,Don't Know,Don't Know,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
2016,531,Ohio,Male,70-79,,,,,,1,1,4,,64.72,7,6,Agree,Agree,Agree,25,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Agree,Strongly Disagree,50,Strongly Disagree,Don't Know,Disagree,Strongly Disagree,88,Agree,Disagree,Agree,Agree,Neither Agree Nor Disagree,70,Disagree,Disagree,Disagree,Agree,Strongly Agree,20,Don't Know,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,85.16,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,90,Strongly Disagree,Agree,Disagree,Agree,68.75,Strongly Disagree,Strongly Agree,Agree,Agree,62.5,Strongly Disagree,Strongly Agree,Don't Know,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2016,532,Ohio,Male,30-39,,,,,,1,1,4,Clinton,71.48,8,8,Don't Know,Agree,Agree,,Agree,Agree,Agree,Strongly Agree,81.25,Strongly Agree,Disagree,Disagree,33.33,Don't Know,Disagree,Strongly Disagree,71.25,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Agree,Agree,Strongly Agree,Agree,Disagree,60,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,75,Disagree,Disagree,Agree,Strongly Agree,Agree,Don't Know,Agree,Not Applicable,70,Agree,Strongly Agree,Strongly Agree,Don't Know,Disagree,85,Disagree,Strongly Disagree,Strongly Disagree,Not Applicable,90.31,Disagree,Agree,Don't Know,Agree,63.13,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree
2016,533,Ohio,Male,50-59,,,,,,1,1,3,Clinton,50.05,8,8,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,16.67,Agree,Agree,Neither Agree Nor Disagree,Agree,68.75,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Neither Agree Nor Disagree,Strongly Disagree,58.33,Disagree,Agree,Neither Agree Nor Disagree,Disagree,70,Agree,Neither Agree Nor Disagree,Agree,Strongly Agree,Neither Agree Nor Disagree,70,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Strongly Agree,Neither Agree Nor Disagree,25,Agree,Disagree,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,Strongly Agree,Not Applicable,57.34,Agree,Agree,Neither Agree Nor Disagree,Not Applicable,Disagree,68.75,Disagree,Strongly Agree,Neither Agree Nor Disagree,Disagree,37.5,Strongly Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,43.75,Strongly Agree,Agree,Agree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree
2016,534,Ohio,Female,50-59,,,,,,1,1,3,Clinton,39.92,3,3,Strongly Agree,Strongly Agree,Strongly Agree,0,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Agree,50,Strongly Agree,Strongly Agree,Strongly Disagree,0,Neither Agree Nor Disagree,Agree,Strongly Disagree,58.33,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Agree,45,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,20,Not Applicable,Disagree,Disagree,Strongly Agree,Disagree,33.5,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Don't Know,Agree,Strongly Disagree,47.03,Agree,Agree,Agree,Not Applicable,Disagree,72.5,Neither Agree Nor Disagree,Agree,Strongly Disagree,Neither Agree Nor Disagree,56.25,Strongly Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,31.25,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree
2016,535,Ohio,Male,40-49,,,,,,1,1,5,Clinton,59.87,7,4,Strongly Agree,Strongly Agree,Strongly Agree,0,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,62.5,Strongly Agree,Strongly Agree,Strongly Disagree,0,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,66.67,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,60,Disagree,Disagree,Agree,Neither Agree Nor Disagree,Disagree,50,Disagree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,65.63,Don't Know,Strongly Agree,Agree,Disagree,Disagree,81.75,Strongly Disagree,Agree,Disagree,Strongly Agree,75,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,56.25,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Don't Know,Strongly Agree,Agree
2016,536,Ohio,Male,30-39,,,,,,,1,1,Clinton,49.03,9,6,Don't Know,Agree,Don't Know,,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Strongly Agree,Strongly Agree,Strongly Disagree,0,Don't Know,Don't Know,Don't Know,50.42,Don't Know,Disagree,Strongly Agree,Neither Agree Nor Disagree,31.5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,30,Don't Know,Agree,Strongly Disagree,Agree,Don't Know,44,Agree,Don't Know,Agree,Disagree,Don't Know,Agree,Agree,Don't Know,56.72,Agree,Agree,Agree,Don't Know,Don't Know,74.5,Don't Know,Agree,Don't Know,Don't Know,59.38,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,56.25,Don't Know,Strongly Agree,Agree,Don't Know,Strongly Disagree,Don't Know,Agree,Agree,Strongly Disagree
2016,537,Ohio,Male,40-49,,,,,,1,1,3,Clinton,57.5,5,5,Strongly Disagree,Neither Agree Nor Disagree,Agree,58.33,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,50,Strongly Agree,Agree,Strongly Disagree,8.33,Agree,Agree,Don't Know,40.83,Disagree,Neither Agree Nor Disagree,Don't Know,Strongly Disagree,69.25,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,40,Agree,Not Applicable,Don't Know,Neither Agree Nor Disagree,Don't Know,58.75,Don't Know,Don't Know,Neither Agree Nor Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,69.53,Agree,Agree,Agree,Don't Know,Don't Know,79.75,Disagree,Agree,Disagree,Agree,62.5,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,62.5,Disagree,Agree,Don't Know,Don't Know,Disagree,Not Applicable,Agree,Agree,Neither Agree Nor Disagree
2016,538,Ohio,Female,40-49,,,,,,1,1,3,Clinton,45,2,2,Agree,Agree,Agree,25,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Agree,31.25,Agree,Neither Agree Nor Disagree,Disagree,33.33,Agree,Neither Agree Nor Disagree,Disagree,50,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,45,Disagree,Don't Know,Disagree,Disagree,Neither Agree Nor Disagree,36.25,Disagree,Disagree,Disagree,Strongly Agree,Neither Agree Nor Disagree,25,Agree,Neither Agree Nor Disagree,Agree,Strongly Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,46.88,Neither Agree Nor Disagree,Agree,Don't Know,Don't Know,Don't Know,71,Disagree,Agree,Disagree,Don't Know,60,Don't Know,Don't Know,Don't Know,Neither Agree Nor Disagree,63.44,Disagree,Strongly Agree,Don't Know,Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree
2016,539,Ohio,Female,40-49,,,,,,1,1,3,Clinton,64.21,9,7,Agree,Neither Agree Nor Disagree,Agree,33.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Neither Agree Nor Disagree,Strongly Agree,Disagree,25,Don't Know,Don't Know,Don't Know,50.42,Don't Know,Agree,Don't Know,Don't Know,72.25,Strongly Disagree,Disagree,Agree,Neither Agree Nor Disagree,Don't Know,48,Don't Know,Don't Know,Neither Agree Nor Disagree,Agree,Don't Know,46.25,Disagree,Disagree,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,75,Neither Agree Nor Disagree,Agree,Agree,Don't Know,Disagree,69.5,Strongly Disagree,Agree,Neither Agree Nor Disagree,Don't Know,60,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Neither Agree Nor Disagree
2016,540,Ohio,Male,30-39,,,1,,,1,1,3,Clinton,63.27,7,8,Strongly Disagree,Strongly Agree,Strongly Agree,33.33,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Strongly Agree,Strongly Agree,Strongly Disagree,0,Agree,Neither Agree Nor Disagree,Strongly Disagree,58.33,Strongly Disagree,Neither Agree Nor Disagree,Disagree,Disagree,70,Neither Agree Nor Disagree,Disagree,Agree,Agree,Disagree,60,Agree,Disagree,Disagree,Agree,Strongly Disagree,50,Strongly Disagree,Don't Know,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,80.63,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Don't Know,Neither Agree Nor Disagree,76,Strongly Disagree,Strongly Agree,Strongly Disagree,Not Applicable,68.75,Neither Agree Nor Disagree,Strongly Agree,Neither Agree Nor Disagree,Agree,68.75,Disagree,Disagree,Strongly Agree,Neither Agree Nor Disagree,Strongly Disagree,Neither Agree Nor Disagree,Agree,Agree,Strongly Disagree
2016,541,Ohio,Male,70-79,,,,,,1,1,4,Clinton,66.84,9,8,Strongly Agree,Strongly Agree,Disagree,25,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Strongly Agree,Disagree,16.67,Don't Know,Disagree,Don't Know,60,Neither Agree Nor Disagree,Agree,Disagree,Strongly Disagree,75,Agree,Disagree,Agree,Agree,Don't Know,65.5,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Don't Know,50.5,Strongly Disagree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Not Applicable,82.97,Agree,Agree,Agree,Don't Know,Disagree,72.75,Disagree,Agree,Disagree,Don't Know,65.63,Agree,Strongly Agree,Agree,Agree,81.25,Strongly Disagree,Disagree,Disagree,Don't Know,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2016,542,Oklahoma,Female,30-39,,,,,,1,1,2,Clinton,50.84,7,2,Agree,Strongly Agree,Strongly Agree,8.33,Neither Agree Nor Disagree,Agree,Agree,Agree,68.75,Strongly Agree,Strongly Agree,Disagree,8.33,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Agree,Disagree,Agree,Neither Agree Nor Disagree,30,Agree,Neither Agree Nor Disagree,Agree,Agree,Agree,70,Don't Know,Don't Know,Disagree,Agree,Agree,33.5,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Don't Know,Agree,Strongly Disagree,64.84,Don't Know,Agree,Don't Know,Don't Know,Don't Know,76,Disagree,Agree,Disagree,Neither Agree Nor Disagree,56.25,Agree,Agree,Disagree,Neither Agree Nor Disagree,56.25,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Agree,Strongly Disagree
2016,543,Oklahoma,Male,20-29,,,,,,1,1,6,Clinton,54.77,6,8,Neither Agree Nor Disagree,Agree,Strongly Agree,25,Agree,Disagree,Strongly Agree,Agree,68.75,Agree,Agree,Disagree,25,Neither Agree Nor Disagree,Strongly Agree,Neither Agree Nor Disagree,33.33,Agree,Agree,Disagree,Agree,55,Agree,Neither Agree Nor Disagree,Agree,Agree,Strongly Disagree,55,Agree,Agree,Agree,Neither Agree Nor Disagree,Disagree,70,Neither Agree Nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,53.13,Agree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,75,Strongly Disagree,Strongly Agree,Disagree,Not Applicable,64.69,Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neither Agree Nor Disagree
2016,544,Oklahoma,Female,30-39,,,,,,1,1,3,Clinton,52.4,8,6,Strongly Agree,Strongly Disagree,Agree,41.67,Agree,Agree,Agree,Agree,75,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,40.42,Don't Know,Disagree,Disagree,Disagree,51.5,Disagree,Disagree,Agree,Disagree,Strongly Disagree,40,Don't Know,Don't Know,Strongly Disagree,Agree,Don't Know,37.25,Agree,Don't Know,Agree,Agree,Agree,Don't Know,Agree,Strongly Disagree,57.34,Agree,Agree,Agree,Agree,Don't Know,64.25,Strongly Disagree,Strongly Agree,Strongly Disagree,Don't Know,68.13,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,62.5,Disagree,Agree,Agree,Don't Know,Disagree,Agree,Don't Know,Agree,Agree
